blast2go_go_id,blast2go_go_name
C:GO:0016020,C:membrane
P:GO:0030587,P:sorocarp development
C:GO:0043231,C:intracellular membrane-bounded organelle
C:GO:0044444,C:cytoplasmic part
C:GO:0044446,C:intracellular organelle part
P:GO:0050896,P:response to stimulus
P:GO:0042446,P:hormone biosynthetic process
C:GO:0044424,C:intracellular part
F:GO:0045543,F:gibberellin 2-beta-dioxygenase activity
P:GO:0046394,P:carboxylic acid biosynthetic process
P:GO:0048583,P:regulation of response to stimulus
F:GO:0000034,F:adenine deaminase activity
P:GO:0006146,P:adenine catabolic process
F:GO:0008270,F:zinc ion binding
P:GO:0009117,P:nucleotide metabolic process
P:GO:0043103,P:hypoxanthine salvage
F:GO:0003677,F:DNA binding
F:GO:0003700,F:DNA-binding transcription factor activity
F:GO:0005515,F:protein binding
C:GO:0005618,C:cell wall
C:GO:0005737,C:cytoplasm
C:GO:0005886,C:plasma membrane
P:GO:0006352,"P:DNA-templated transcription, initiation"
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0006811,P:ion transport
P:GO:0009405,P:pathogenesis
P:GO:0009408,P:response to heat
P:GO:0009410,P:response to xenobiotic stimulus
P:GO:0010468,P:regulation of gene expression
C:GO:0016020,C:membrane
F:GO:0016987,F:sigma factor activity
P:GO:0019217,P:regulation of fatty acid metabolic process
P:GO:0042542,P:response to hydrogen peroxide
P:GO:0044119,P:growth of symbiont in host cell
P:GO:0052572,P:response to host immune response
P:GO:0055072,P:iron ion homeostasis
P:GO:0090034,P:regulation of chaperone-mediated protein complex assembly
P:GO:2000142,"P:regulation of DNA-templated transcription, initiation"
P:GO:0006811,P:ion transport
C:GO:0042597,C:periplasmic space
P:GO:0050896,P:response to stimulus
P:GO:0055072,P:iron ion homeostasis
F:GO:0005488,F:binding
C:GO:0009279,C:cell outer membrane
F:GO:0015344,F:siderophore uptake transmembrane transporter activity
P:GO:0015891,P:siderophore transport
C:GO:0005737,C:cytoplasm
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
F:GO:0005515,F:protein binding
F:GO:0008199,F:ferric iron binding
F:GO:0018578,"F:protocatechuate 3,4-dioxygenase activity"
P:GO:0019619,"P:3,4-dihydroxybenzoate catabolic process"
P:GO:0042952,P:beta-ketoadipate pathway
P:GO:0055114,P:oxidation-reduction process
F:GO:0005515,F:protein binding
F:GO:0008199,F:ferric iron binding
F:GO:0018578,"F:protocatechuate 3,4-dioxygenase activity"
P:GO:0042952,P:beta-ketoadipate pathway
P:GO:0055114,P:oxidation-reduction process
F:GO:0003677,F:DNA binding
F:GO:0005515,F:protein binding
P:GO:0019439,P:aromatic compound catabolic process
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0046278,"P:3,4-dihydroxybenzoate metabolic process"
F:GO:0005215,F:transporter activity
C:GO:0005886,C:plasma membrane
P:GO:0006855,P:drug transmembrane transport
F:GO:0015238,F:drug transmembrane transporter activity
F:GO:0015562,F:efflux transmembrane transporter activity
C:GO:0016020,C:membrane
P:GO:0055085,P:transmembrane transport
C:GO:1990281,C:efflux pump complex
C:GO:0016020,C:membrane
C:GO:0044464,C:cell part
F:GO:0005215,F:transporter activity
C:GO:0005886,C:plasma membrane
P:GO:0006812,P:cation transport
P:GO:0006855,P:drug transmembrane transport
F:GO:0008324,F:cation transmembrane transporter activity
P:GO:0009877,P:nodulation
F:GO:0015562,F:efflux transmembrane transporter activity
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0022857,F:transmembrane transporter activity
P:GO:0046686,P:response to cadmium ion
P:GO:0055085,P:transmembrane transport
P:GO:0098655,P:cation transmembrane transport
F:GO:0003700,F:DNA-binding transcription factor activity
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0009890,P:negative regulation of biosynthetic process
P:GO:0010604,P:positive regulation of macromolecule metabolic process
P:GO:0031325,P:positive regulation of cellular metabolic process
F:GO:0043565,F:sequence-specific DNA binding
P:GO:0043648,P:dicarboxylic acid metabolic process
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0051173,P:positive regulation of nitrogen compound metabolic process
,
,
F:GO:0008236,F:serine-type peptidase activity
F:GO:0015288,F:porin activity
P:GO:0015802,P:basic amino acid transport
C:GO:0045203,C:integral component of cell outer membrane
F:GO:0003677,F:DNA binding
P:GO:0006355,"P:regulation of transcription, DNA-templated"
C:GO:0005576,C:extracellular region
C:GO:0005773,C:vacuole
P:GO:0006508,P:proteolysis
P:GO:0006520,P:cellular amino acid metabolic process
P:GO:0006749,P:glutathione metabolic process
F:GO:0008233,F:peptidase activity
P:GO:0010033,P:response to organic substance
C:GO:0016020,C:membrane
F:GO:0016755,"F:transferase activity, transferring amino-acyl groups"
P:GO:0043043,P:peptide biosynthetic process
P:GO:0044272,P:sulfur compound biosynthetic process
P:GO:0046394,P:carboxylic acid biosynthetic process
P:GO:0070887,P:cellular response to chemical stimulus
C:GO:0071944,C:cell periphery
F:GO:0005337,F:nucleoside transmembrane transporter activity
P:GO:0006811,P:ion transport
C:GO:0009279,C:cell outer membrane
F:GO:0015288,F:porin activity
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
C:GO:0046930,C:pore complex
P:GO:0055085,P:transmembrane transport
P:GO:1901642,P:nucleoside transmembrane transport
C:GO:0005773,C:vacuole
C:GO:0005887,C:integral component of plasma membrane
F:GO:0008324,F:cation transmembrane transporter activity
F:GO:0008514,F:organic anion transmembrane transporter activity
F:GO:0015318,F:inorganic molecular entity transmembrane transporter activity
P:GO:0015711,P:organic anion transport
P:GO:0042221,P:response to chemical
P:GO:0042906,P:xanthine transport
F:GO:0042907,F:xanthine transmembrane transporter activity
P:GO:0055085,P:transmembrane transport
F:GO:0000976,F:transcription regulatory region sequence-specific DNA binding
F:GO:0001217,"F:bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding"
F:GO:0005515,F:protein binding
C:GO:0032993,C:protein-DNA complex
P:GO:0045892,"P:negative regulation of transcription, DNA-templated"
P:GO:0045893,"P:positive regulation of transcription, DNA-templated"
P:GO:0000122,P:negative regulation of transcription by RNA polymerase II
P:GO:0001933,P:negative regulation of protein phosphorylation
F:GO:0003674,F:molecular_function
F:GO:0003779,F:actin binding
F:GO:0005515,F:protein binding
C:GO:0005575,C:cellular_component
C:GO:0005737,C:cytoplasm
C:GO:0005844,C:polysome
P:GO:0006417,P:regulation of translation
P:GO:0006446,P:regulation of translational initiation
P:GO:0007399,P:nervous system development
P:GO:0008150,P:biological_process
P:GO:0030154,P:cell differentiation
P:GO:0031333,P:negative regulation of protein complex assembly
P:GO:0031953,P:negative regulation of protein autophosphorylation
P:GO:0034198,P:cellular response to amino acid starvation
P:GO:0042149,P:cellular response to glucose starvation
F:GO:0043022,F:ribosome binding
P:GO:0045666,P:positive regulation of neuron differentiation
P:GO:0060548,P:negative regulation of cell death
P:GO:0060733,P:regulation of eIF2 alpha phosphorylation by amino acid starvation
P:GO:0070301,P:cellular response to hydrogen peroxide
P:GO:0071264,P:positive regulation of translational initiation in response to starvation
P:GO:0071468,P:cellular response to acidic pH
P:GO:0071494,P:cellular response to UV-C
P:GO:0072755,P:cellular response to benomyl
P:GO:0097201,P:negative regulation of transcription from RNA polymerase II promoter in response to stress
P:GO:1990138,P:neuron projection extension
P:GO:1990253,P:cellular response to leucine starvation
C:GO:0005886,C:plasma membrane
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0007165,P:signal transduction
F:GO:0008144,F:drug binding
F:GO:0036094,F:small molecule binding
F:GO:0042802,F:identical protein binding
F:GO:0043169,F:cation binding
P:GO:0048518,P:positive regulation of biological process
F:GO:0052621,F:diguanylate cyclase activity
F:GO:0097159,F:organic cyclic compound binding
F:GO:1901363,F:heterocyclic compound binding
P:GO:1902201,P:negative regulation of bacterial-type flagellum-dependent cell motility
,
,
F:GO:0000155,F:phosphorelay sensor kinase activity
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0000166,F:nucleotide binding
F:GO:0003824,F:catalytic activity
F:GO:0004647,F:phosphoserine phosphatase activity
F:GO:0004673,F:protein histidine kinase activity
F:GO:0004721,F:phosphoprotein phosphatase activity
F:GO:0004888,F:transmembrane signaling receptor activity
F:GO:0005524,F:ATP binding
C:GO:0005622,C:intracellular
C:GO:0005886,C:plasma membrane
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0006470,P:protein dephosphorylation
P:GO:0006935,P:chemotaxis
P:GO:0007165,P:signal transduction
P:GO:0007234,P:osmosensory signaling via phosphorelay pathway
F:GO:0009881,F:photoreceptor activity
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
F:GO:0016301,F:kinase activity
P:GO:0016310,P:phosphorylation
P:GO:0016311,P:dephosphorylation
F:GO:0016740,F:transferase activity
F:GO:0016772,"F:transferase activity, transferring phosphorus-containing groups"
F:GO:0016787,F:hydrolase activity
F:GO:0016791,F:phosphatase activity
P:GO:0018106,P:peptidyl-histidine phosphorylation
P:GO:0018298,P:protein-chromophore linkage
P:GO:0023014,P:signal transduction by protein phosphorylation
F:GO:0030295,F:protein kinase activator activity
P:GO:0032147,P:activation of protein kinase activity
P:GO:0046677,P:response to antibiotic
F:GO:0046983,F:protein dimerization activity
P:GO:0050896,P:response to stimulus
P:GO:0071555,P:cell wall organization
F:GO:0000156,F:phosphorelay response regulator activity
P:GO:0000160,P:phosphorelay signal transduction system
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0006482,P:protein demethylation
P:GO:0006935,P:chemotaxis
F:GO:0008984,F:protein-glutamate methylesterase activity
P:GO:0018277,P:protein deamination
F:GO:1990827,F:deaminase binding
P:GO:0006935,P:chemotaxis
F:GO:0016787,F:hydrolase activity
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0006479,P:protein methylation
F:GO:0008022,F:protein C-terminus binding
F:GO:0008983,F:protein-glutamate O-methyltransferase activity
C:GO:0098561,C:methyl accepting chemotaxis protein complex
F:GO:0004888,F:transmembrane signaling receptor activity
C:GO:0005887,C:integral component of plasma membrane
P:GO:0007172,P:signal complex assembly
P:GO:0009593,P:detection of chemical stimulus
P:GO:0032110,P:regulation of protein histidine kinase activity
F:GO:0042803,F:protein homodimerization activity
P:GO:0043113,P:receptor clustering
F:GO:0043424,F:protein histidine kinase binding
P:GO:0050920,P:regulation of chemotaxis
P:GO:0051260,P:protein homooligomerization
P:GO:0052131,P:positive aerotaxis
P:GO:0071230,P:cellular response to amino acid stimulus
C:GO:0098561,C:methyl accepting chemotaxis protein complex
P:GO:1901875,P:positive regulation of post-translational protein modification
P:GO:1902021,P:regulation of bacterial-type flagellum-dependent cell motility
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
P:GO:0006935,P:chemotaxis
P:GO:0007165,P:signal transduction
F:GO:0019904,F:protein domain specific binding
P:GO:0051649,P:establishment of localization in cell
C:GO:0098561,C:methyl accepting chemotaxis protein complex
P:GO:1901875,P:positive regulation of post-translational protein modification
P:GO:1903911,P:positive regulation of receptor clustering
P:GO:0000160,P:phosphorelay signal transduction system
F:GO:0000166,F:nucleotide binding
F:GO:0004673,F:protein histidine kinase activity
C:GO:0005829,C:cytosol
C:GO:0005886,C:plasma membrane
F:GO:0019904,F:protein domain specific binding
P:GO:0023014,P:signal transduction by protein phosphorylation
P:GO:0031400,P:negative regulation of protein modification process
P:GO:0035307,P:positive regulation of protein dephosphorylation
P:GO:0046777,P:protein autophosphorylation
P:GO:0050920,P:regulation of chemotaxis
P:GO:0051649,P:establishment of localization in cell
C:GO:0098561,C:methyl accepting chemotaxis protein complex
P:GO:1901875,P:positive regulation of post-translational protein modification
P:GO:1902021,P:regulation of bacterial-type flagellum-dependent cell motility
F:GO:0000287,F:magnesium ion binding
F:GO:0005515,F:protein binding
C:GO:0005829,C:cytosol
P:GO:0006935,P:chemotaxis
F:GO:0016407,F:acetyltransferase activity
P:GO:0018393,P:internal peptidyl-lysine acetylation
P:GO:0023014,P:signal transduction by protein phosphorylation
P:GO:0097588,P:archaeal or bacterial-type flagellum-dependent cell motility
F:GO:0004888,F:transmembrane signaling receptor activity
C:GO:0005887,C:integral component of plasma membrane
P:GO:0010247,P:detection of phosphate ion
F:GO:0016597,F:amino acid binding
P:GO:0043200,P:response to amino acid
P:GO:0050918,P:positive chemotaxis
P:GO:0071310,P:cellular response to organic substance
F:GO:0001130,"F:bacterial-type RNA polymerase transcription factor activity, sequence-specific DNA binding"
P:GO:0006355,"P:regulation of transcription, DNA-templated"
P:GO:0009890,P:negative regulation of biosynthetic process
P:GO:0010604,P:positive regulation of macromolecule metabolic process
P:GO:0031325,P:positive regulation of cellular metabolic process
F:GO:0043565,F:sequence-specific DNA binding
F:GO:0044212,F:transcription regulatory region DNA binding
P:GO:0051173,P:positive regulation of nitrogen compound metabolic process
P:GO:0006631,P:fatty acid metabolic process
P:GO:0008202,P:steroid metabolic process
F:GO:0016616,"F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
F:GO:0035438,F:cyclic-di-GMP binding
P:GO:0044010,P:single-species biofilm formation
P:GO:0044249,P:cellular biosynthetic process
F:GO:0070402,F:NADPH binding
P:GO:1901576,P:organic substance biosynthetic process
F:GO:0004065,F:arylsulfatase activity
F:GO:0008081,F:phosphoric diester hydrolase activity
C:GO:0012505,C:endomembrane system
C:GO:0043231,C:intracellular membrane-bounded organelle
C:GO:0044444,C:cytoplasmic part
P:GO:0046505,P:sulfolipid metabolic process
F:GO:0046872,F:metal ion binding
P:GO:0050896,P:response to stimulus
P:GO:0006820,P:anion transport
F:GO:0008509,F:anion transmembrane transporter activity
F:GO:0016787,F:hydrolase activity
C:GO:0005886,C:plasma membrane
P:GO:0006790,P:sulfur compound metabolic process
P:GO:0006811,P:ion transport
C:GO:0016021,C:integral component of membrane
F:GO:0022857,F:transmembrane transporter activity
P:GO:0071702,P:organic substance transport
P:GO:0071705,P:nitrogen compound transport
C:GO:0005886,C:plasma membrane
P:GO:0006790,P:sulfur compound metabolic process
P:GO:0009228,P:thiamine biosynthetic process
C:GO:0016020,C:membrane
C:GO:0030288,C:outer membrane-bounded periplasmic space
C:GO:0042597,C:periplasmic space
F:GO:0042626,"F:ATPase activity, coupled to transmembrane movement of substances"
P:GO:0042918,P:alkanesulfonate transport
F:GO:0042959,F:alkanesulfonate transmembrane transporter activity
P:GO:0055085,P:transmembrane transport
C:GO:0005737,C:cytoplasm
F:GO:0051213,F:dioxygenase activity
C:GO:0005886,C:plasma membrane
C:GO:0016020,C:membrane
C:GO:0016021,C:integral component of membrane
P:GO:0055085,P:transmembrane transport
F:GO:0008236,F:serine-type peptidase activity
F:GO:0015288,F:porin activity
P:GO:0015802,P:basic amino acid transport
C:GO:0045203,C:integral component of cell outer membrane
F:GO:0003993,F:acid phosphatase activity
P:GO:0016311,P:dephosphorylation
F:GO:0016787,F:hydrolase activity
C:GO:0030288,C:outer membrane-bounded periplasmic space
C:GO:0042597,C:periplasmic space
F:GO:0003677,F:DNA binding
P:GO:0044237,P:cellular metabolic process
C:GO:0044444,C:cytoplasmic part
F:GO:0005488,F:binding
P:GO:0006810,P:transport
F:GO:0015238,F:drug transmembrane transporter activity
F:GO:0015343,F:siderophore transmembrane transporter activity
F:GO:0015405,F:P-P-bond-hydrolysis-driven transmembrane transporter activity
C:GO:0016020,C:membrane
P:GO:0055072,P:iron ion homeostasis
F:GO:0004065,F:arylsulfatase activity
C:GO:0005886,C:plasma membrane
F:GO:0016706,"F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
P:GO:0044273,P:sulfur compound catabolic process
F:GO:0046872,F:metal ion binding
P:GO:0055114,P:oxidation-reduction process
P:GO:0071704,P:organic substance metabolic process
P:GO:0006082,P:organic acid metabolic process
P:GO:0006790,P:sulfur compound metabolic process
F:GO:0016706,"F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"
F:GO:0043167,F:ion binding
P:GO:0044249,P:cellular biosynthetic process
P:GO:1901360,P:organic cyclic compound metabolic process
F:GO:0003957,F:NAD(P)+ transhydrogenase (B-specific) activity
C:GO:0005739,C:mitochondrion
