id_ccbh,seq_name,description,length
PA4851_00785,|PA4851_00785||transcriptional|,PCAQ_RHIRDHTH-type transcriptional regulator PcaQ OS=Rhizobium radiobacter OX=358 GN=pcaQ PE=4 SV=1,275
PA4851_00790,|PA4851_00790||protocatechuate|,"PCXB_PSEPUProtocatechuate 3,4-dioxygenase beta chain OS=Pseudomonas putida OX=303 GN=pcaH PE=1 SV=3",239
PA4851_00795,|PA4851_00795||protocatechuate|,"PCXA_PSEPUProtocatechuate 3,4-dioxygenase alpha chain OS=Pseudomonas putida OX=303 GN=pcaG PE=1 SV=3",201
PA4851_00800,|PA4851_00800||transcriptional|,PCAR_PSEPUPca regulon regulatory protein OS=Pseudomonas putida OX=303 GN=pcaR PE=2 SV=1,279
PA4851_00805,|PA4851_00805||resistance-nodulation-cell|,MDTA_YERP3Multidrug resistance protein MdtA OS=Yersinia pseudotuberculosis serotype O:1b (strain IP 31758) OX=349747 GN=mdtA PE=3 SV=1,383
PA4851_00810,|PA4851_00810||resistance-nodulation-cell|,MDTA_PHOLLMultidrug resistance protein MdtA OS=Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) OX=243265 GN=mdtA PE=3 SV=1,356
PA4851_00815,|PA4851_00815||resistance-nodulation-cell|,NOLG_RHIMENodulation protein NolG OS=Rhizobium meliloti (strain 1021) OX=266834 GN=nolG PE=3 SV=2,1015
PA4851_00820,|PA4851_00820||transcriptional|,Y1364_HAEINUncharacterized HTH-type transcriptional regulator HI_1364 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1364 PE=4 SV=1,312
PA4851_00825,|PA4851_00825||hypothetical|,---NA---,61
PA4851_00830,|PA4851_00830||hypothetical|,---NA---,50
PA4851_00835,|PA4851_00835||histidine|,PORD_PSEAEPorin D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=oprD PE=1 SV=1,444
PA4851_00840,|PA4851_00840||transcriptional|,NIMR_ECOLIHTH-type transcriptional regulator NimR OS=Escherichia coli (strain K12) OX=83333 GN=nimR PE=2 SV=1,265
PA4851_00845,|PA4851_00845||gamma-glutamyltranspeptidase||COORDINATES_|,YWRD_BACSUGlutathione hydrolase-like YwrD proenzyme OS=Bacillus subtilis (strain 168) OX=224308 GN=ywrD PE=1 SV=1,538
PA4851_00850,|PA4851_00850||hypothetical|,OMPK_VIBPHOuter membrane protein OmpK OS=Vibrio parahaemolyticus OX=670 GN=ompK PE=3 SV=1,278
PA4851_00855,|PA4851_00855||transporter||COORDINATES_|,XANP_SHIFLXanthine permease XanP OS=Shigella flexneri OX=623 GN=xanP PE=3 SV=1,468
PA4851_00860,|PA4851_00860||transcriptional|,RUTR_ECO57HTH-type transcriptional regulator RutR OS=Escherichia coli O157:H7 OX=83334 GN=rutR PE=3 SV=1,221
PA4851_00865,|PA4851_00865||hypothetical|,YPOL_THETHIMPACT family member in pol 5'region (Fragment) OS=Thermus thermophilus OX=274 PE=3 SV=1,196
PA4851_00870,|PA4851_00870||hypothetical|,PLED_CAUVNResponse regulator PleD OS=Caulobacter vibrioides (strain NA1000 / CB15N) OX=565050 GN=pleD PE=1 SV=1,235
PA4851_00875,|PA4851_00875||hypothetical|,Y213_PSEABUncharacterized protein PA14_02130 OS=Pseudomonas aeruginosa (strain UCBPP-PA14) OX=208963 GN=PA14_02130 PE=1 SV=1,126
PA4851_00880,|PA4851_00880||hypothetical|,---NA---,180
PA4851_00885,|PA4851_00885||hypothetical|,MCPH_PSEPKMethyl-accepting chemotaxis protein McpH OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=mcpH PE=1 SV=1,663
PA4851_00890,|PA4851_00890||chemotaxis|,CHEB2_PSEAEChemotaxis response regulator protein-glutamate methylesterase of group 2 operon OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cheB2 PE=1 SV=1,349
PA4851_00895,|PA4851_00895||hypothetical|,CHED_HERARProbable chemoreceptor glutamine deamidase CheD OS=Herminiimonas arsenicoxydans OX=204773 GN=cheD PE=3 SV=1,200
PA4851_00900,|PA4851_00900||chemotaxis|,CHER2_PSEAEChemotaxis protein methyltransferase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cheR2 PE=3 SV=1,280
PA4851_00905,|PA4851_00905||aerotaxis|,MCPC_SALTYMethyl-accepting chemotaxis citrate transducer OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=tcp PE=3 SV=1,679
PA4851_00910,|PA4851_00910||purine-binding|,CHEW_SHIFLChemotaxis protein CheW OS=Shigella flexneri OX=623 GN=cheW PE=3 SV=1,161
PA4851_00915,|PA4851_00915||two-component|,CHEA_KLEAKChemotaxis protein CheA OS=Klebsiella aerogenes (strain ATCC 13048 / DSM 30053 / JCM 1235 / KCTC 2190 / NBRC 13534 / NCIMB 10102 / NCTC 10006) OX=1028307 GN=cheA PE=3 SV=2,639
PA4851_00920,|PA4851_00920||two-component|,CHEY_ENTCLChemotaxis protein CheY OS=Enterobacter cloacae OX=550 GN=cheY PE=3 SV=3,121
PA4851_00925,|PA4851_00925||trichloroethylene|,MPCT_HALS3Transducer protein MpcT OS=Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1) OX=478009 GN=mpcT PE=1 SV=1,390
PA4851_00930,|PA4851_00930||transcriptional|,LTRA_KLEPNProbable HTH-type transcriptional regulator LtrA OS=Klebsiella pneumoniae OX=573 GN=ltrA PE=4 SV=1,310
PA4851_00935,|PA4851_00935||3-ketoacyl-ACP|,BDCA_ECOLICyclic-di-GMP-binding biofilm dispersal mediator protein OS=Escherichia coli (strain K12) OX=83333 GN=bdcA PE=1 SV=2,250
PA4851_00940,|PA4851_00940||arylsulfatase||COORDINATES_|,ARS_PSEAEArylsulfatase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=atsA PE=1 SV=3,536
PA4851_00945,|PA4851_00945||ABC|,Y412_METJAUncharacterized ABC transporter ATP-binding protein MJ0412 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0412 PE=3 SV=1,279
PA4851_00950,|PA4851_00950||ABC|,SSUC_BACSUPutative aliphatic sulfonates transport permease protein SsuC OS=Bacillus subtilis (strain 168) OX=224308 GN=ssuC PE=2 SV=1,538
PA4851_00955,|PA4851_00955||ABC|,Y4186_BRUSUPutative binding protein BRA1186/BS1330_II1177 OS=Brucella suis biovar 1 (strain 1330) OX=204722 GN=BRA1186 PE=3 SV=1,353
PA4851_00960,|PA4851_00960||hypothetical|,BODG_RHILOProbable gamma-butyrobetaine dioxygenase OS=Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) OX=266835 GN=mll1440 PE=3 SV=1,271
PA4851_00965,|PA4851_00965||hypothetical|,Y1382_METTHUncharacterized transporter MTH_1382 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=MTH_1382 PE=3 SV=1,293
PA4851_00970,|PA4851_00970||porin||COORDINATES_|,PORD_PSEAEPorin D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=oprD PE=1 SV=1,452
PA4851_00975,|PA4851_00975||acid|,PHON_SALTINon-specific acid phosphatase OS=Salmonella typhi OX=90370 GN=phoN PE=3 SV=1,241
PA4851_00980,|PA4851_00980||transcriptional|,SDSB_PSES9SDS degradation transcriptional activation protein OS=Pseudomonas sp. (strain ATCC 19151) OX=315 GN=sdsB PE=4 SV=1,305
PA4851_00985,|PA4851_00985||TonB-dependent|,FYUA_YERPEPesticin receptor OS=Yersinia pestis OX=632 GN=fyuA PE=1 SV=2,790
PA4851_00990,|PA4851_00990||hypothetical|,ATSK_PSEPUAlpha-ketoglutarate-dependent sulfate ester dioxygenase OS=Pseudomonas putida OX=303 GN=atsK PE=1 SV=1,300
PA4851_00995,|PA4851_00995||hypothetical|,"TFDA_BURSRAlpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase OS=Burkholderia sp. (strain RASC) OX=69003 GN=tfdA PE=3 SV=1",299
PA4851_01000,|PA4851_01000||NAD(P)|,PNTAA_RHORUNAD(P) transhydrogenase subunit alpha part 1 OS=Rhodospirillum rubrum OX=1085 GN=pntAA PE=3 SV=1,372
PA4851_01005,|PA4851_01005||NAD(P)|,PNTAB_RHORUNAD(P) transhydrogenase subunit alpha part 2 OS=Rhodospirillum rubrum OX=1085 GN=pntAB PE=3 SV=1,102
PA4851_01010,|PA4851_01010||pyridine|,PNTB_RHORUNAD(P) transhydrogenase subunit beta OS=Rhodospirillum rubrum OX=1085 GN=pntB PE=1 SV=1,478
PA4851_01015,|PA4851_01015||transporter|,TONB2_PSEAEProtein tonB2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=tonB2 PE=3 SV=1,273
PA4851_01020,|PA4851_01020||transporter|,EXBB_NEIMBBiopolymer transport protein ExbB OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=exbB PE=3 SV=1,239
PA4851_01025,|PA4851_01025||biopolymer|,EXBD_PSEAEBiopolymer transport protein ExbD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=exbD PE=3 SV=1,133
PA4851_01030,|PA4851_01030||hypothetical|,---NA---,70
PA4851_01035,|PA4851_01035||hypothetical|,---NA---,193
PA4851_01040,|PA4851_01040||malonate|,MADA_MALRUAcetyl-S-ACP:malonate ACP transferase OS=Malonomonas rubra OX=57040 GN=madA PE=1 SV=1,554
PA4851_01045,|PA4851_01045||2-(5_-triphosphoribosyl)-3_-dephosphocoenzyme-|,MDCB_PSEA8Probable 2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=mdcB PE=3 SV=1,293
PA4851_01050,|PA4851_01050||malonate|,MDCC_PSEAEMalonate decarboxylase acyl carrier protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=mdcC PE=3 SV=1,99
PA4851_01055,|PA4851_01055||malonate|,MADC_MALRUMalonyl-S-ACP:biotin-protein carboxyltransferase MADC OS=Malonomonas rubra OX=57040 GN=madC PE=1 SV=1,287
PA4851_01060,|PA4851_01060||malonate|,MADD_MALRUMalonyl-S-ACP:biotin-protein carboxyltransferase MADD OS=Malonomonas rubra OX=57040 GN=madD PE=1 SV=1,268
PA4851_01065,|PA4851_01065||phosphoribosyl-dephospho-CoA|,MDCG_PSEAEPhosphoribosyl-dephospho-CoA transferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=mdcG PE=3 SV=2,230
PA4851_01070,|PA4851_01070||acyl|,FABD_HAEINMalonyl CoA-acyl carrier protein transacylase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=fabD PE=3 SV=1,310
PA4851_01075,|PA4851_01075||malonate|,---NA---,134
PA4851_01080,|PA4851_01080||malonate|,---NA---,254
PA4851_01085,|PA4851_01085||transcriptional|,MAUR_KLEPNMalonate utilization transcriptional regulator OS=Klebsiella pneumoniae OX=573 GN=mauR PE=4 SV=1,309
PA4851_01090,|PA4851_01090||transcriptional|,YVBU_BACSUUncharacterized HTH-type transcriptional regulator YvbU OS=Bacillus subtilis (strain 168) OX=224308 GN=yvbU PE=4 SV=1,306
PA4851_01095,|PA4851_01095||aldehyde|,PUUC_ECOLINADP/NAD-dependent aldehyde dehydrogenase PuuC OS=Escherichia coli (strain K12) OX=83333 GN=puuC PE=1 SV=2,496
PA4851_01100,|PA4851_01100||amino|,YHDG_BACSUUncharacterized amino acid permease YhdG OS=Bacillus subtilis (strain 168) OX=224308 GN=yhdG PE=2 SV=1,477
PA4851_01105,|PA4851_01105||aminotransferase||COORDINATES_|,SPUC_PSEAEPutrescine--pyruvate aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=spuC PE=1 SV=1,460
PA4851_01110,|PA4851_01110||hypothetical|,POTD2_HAEINSpermidine/putrescine-binding periplasmic protein 2 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=potD-A PE=3 SV=2,352
PA4851_01115,|PA4851_01115||dihydrodipicolinate|,DAPA_ARCFU4-hydroxy-tetrahydrodipicolinate synthase OS=Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126) OX=224325 GN=dapA PE=3 SV=1,293
PA4851_01120,|PA4851_01120||class|,CLOR_STRRC4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase OS=Streptomyces roseochromogenus subsp. oscitans OX=149682 GN=cloR PE=1 SV=1,260
PA4851_01125,|PA4851_01125||transcriptional|,SUTR_ECOLIHTH-type transcriptional regulator SutR OS=Escherichia coli (strain K12) OX=83333 GN=sutR PE=1 SV=1,179
PA4851_01130,|PA4851_01130||CoA|,CATI_PSEKB3-oxoadipate CoA-transferase subunit A OS=Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13) OX=1301098 GN=catI PE=1 SV=1,283
PA4851_01135,|PA4851_01135||CoA|,CATJ_PSEKB3-oxoadipate CoA-transferase subunit B OS=Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13) OX=1301098 GN=catJ PE=1 SV=1,260
PA4851_01140,|PA4851_01140||beta-ketoadipyl|,PCAF_PSEAEBeta-ketoadipyl-CoA thiolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pcaF PE=3 SV=1,401
PA4851_01145,|PA4851_01145||dicarboxylic|,KGTP_SHIFLAlpha-ketoglutarate permease OS=Shigella flexneri OX=623 GN=kgtP PE=3 SV=1,432
PA4851_01150,|PA4851_01150||3-carboxy-cis_cis-muconate|,"PCAB_PSEAE3-carboxy-cis,cis-muconate cycloisomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pcaB PE=3 SV=1",459
PA4851_01155,|PA4851_01155||3-oxoadipate|,ELH2_ACIAD3-oxoadipate enol-lactonase 2 OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=catD PE=1 SV=3,263
PA4851_01160,|PA4851_01160||4-carboxymuconolactone|,DC4C_ACIAD4-carboxymuconolactone decarboxylase OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=pcaC PE=4 SV=2,133
PA4851_01165,|PA4851_01165||transcriptional|,CYNR_ECOLIHTH-type transcriptional regulator CynR OS=Escherichia coli (strain K12) OX=83333 GN=cynR PE=1 SV=5,313
PA4851_01170,|PA4851_01170||hypothetical|,---NA---,277
PA4851_01175,|PA4851_01175||4-hydroxybenzoate|,PCAK_PSEAE4-hydroxybenzoate transporter PcaK OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pcaK PE=3 SV=1,448
PA4851_01180,|PA4851_01180||transcriptional|,ICLR_SALTYAcetate operon repressor OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=iclR PE=4 SV=2,259
PA4851_01185,|PA4851_01185||oxidoreductase||COORDINATES_|,UGNO_METMPUDP-N-acetylglucosamine 3-dehydrogenase OS=Methanococcus maripaludis (strain S2 / LL) OX=267377 GN=MMP0352 PE=1 SV=1,347
PA4851_01190,|PA4851_01190||hypothetical|,IOLI_BACVZInosose isomerase OS=Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / FZB42) OX=326423 GN=iolI PE=3 SV=1,271
PA4851_01195,|PA4851_01195||hypothetical|,SAM_RICTYS-adenosylmethionine uptake transporter OS=Rickettsia typhi (strain ATCC VR-144 / Wilmington) OX=257363 GN=sam PE=3 SV=1,292
PA4851_01200,|PA4851_01200||porin||COORDINATES_|,GALP_PSEPKPorin-like protein GalP OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=galP PE=3 SV=1,416
PA4851_01205,|PA4851_01205||major|,EXUT_ECOLIHexuronate transporter OS=Escherichia coli (strain K12) OX=83333 GN=exuT PE=1 SV=2,441
PA4851_01210,|PA4851_01210||hypothetical|,VLLY_VIBVUHemolysin VllY OS=Vibrio vulnificus (strain CMCP6) OX=216895 GN=vllY PE=3 SV=2,634
PA4851_01215,|PA4851_01215||transcriptional|,NICS_PSEPKHTH-type transcriptional repressor NicS OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=nicS PE=2 SV=1,222
PA4851_01220,|PA4851_01220||shikimate|,AROE_STRAWShikimate dehydrogenase (NADP(+)) OS=Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) OX=227882 GN=aroE PE=3 SV=1,284
PA4851_01225,|PA4851_01225||3-dehydroquinate|,AROQ2_PSEAE3-dehydroquinate dehydratase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=aroQ2 PE=3 SV=1,148
PA4851_01230,|PA4851_01230||major|,YUSP_BACSUUncharacterized MFS-type transporter YusP OS=Bacillus subtilis (strain 168) OX=224308 GN=yusP PE=3 SV=1,501
PA4851_01235,|PA4851_01235||4-hydroxybenzoate|,PHHY_PSEAEp-hydroxybenzoate hydroxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=pobA PE=1 SV=1,394
PA4851_01240,|PA4851_01240||transcriptional|,YOBQ_BACSUUncharacterized HTH-type transcriptional regulator YobQ OS=Bacillus subtilis (strain 168) OX=224308 GN=yobQ PE=4 SV=1,288
PA4851_01245,|PA4851_01245||acetyltransferase||COORDINATES_|,YJAB_SALTYUncharacterized N-acetyltransferase YjaB OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=yjaB PE=3 SV=2,148
PA4851_01250,|PA4851_01250||hypothetical|,"CBSX3_ARATHCBS domain-containing protein CBSX3, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=CBSX3 PE=1 SV=1",144
PA4851_01255,|PA4851_01255||hypothetical|,---NA---,213
PA4851_01260,|PA4851_01260||hypothetical|,---NA---,95
PA4851_01265,|PA4851_01265||transcriptional|,MARR_SALTYMultiple antibiotic resistance protein MarR OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=marR PE=4 SV=1,158
PA4851_01270,|PA4851_01270||hypothetical|,FDC_PSEAEUbiD-like decarboxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hudA PE=1 SV=1,496
PA4851_01275,|PA4851_01275||hypothetical|,---NA---,140
PA4851_01280,|PA4851_01280||hypothetical|,Y4105_RHIMEUPF0700 transmembrane protein RA0705 OS=Rhizobium meliloti (strain 1021) OX=266834 GN=RA0705 PE=3 SV=1,228
PA4851_01285,|PA4851_01285||hypothetical|,---NA---,310
PA4851_01290,|PA4851_01290||hypothetical|,YIS2_SHISOInsertion element IS600 uncharacterized 31 kDa protein OS=Shigella sonnei OX=624 PE=4 SV=1,254
PA4851_01295,|PA4851_01295||hypothetical|,---NA---,61
PA4851_01300,|PA4851_01300||hypothetical|,---NA---,478
PA4851_01305,|PA4851_01305|||,---NA---,718
PA4851_01310,|PA4851_01310||hypothetical|,---NA---,165
PA4851_01315,|PA4851_01315||hypothetical|,VGRGB_DICD3Putative type VI secretion system protein VgrGB OS=Dickeya dadantii (strain 3937) OX=198628 GN=vgrGB PE=4 SV=1,1019
PA4851_01320,|PA4851_01320||secreted|,MAJE_PSEAEMajor exported protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=hcpA PE=1 SV=1,172
PA4851_01330,|PA4851_01330||hypothetical|,---NA---,138
PA4851_01335,|PA4851_01335||glutarate-semialdehyde|,DAVD_PSEAEGlutarate-semialdehyde dehydrogenase DavD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=davD PE=1 SV=1,483
PA4851_01340,|PA4851_01340||5-aminovalerate|,DAVT_PSEAE5-aminovalerate aminotransferase DavT OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=davT PE=1 SV=1,426
PA4851_01345,|PA4851_01345||hypothetical|,CHEY_ENTCLChemotaxis protein CheY OS=Enterobacter cloacae OX=550 GN=cheY PE=3 SV=3,399
PA4851_01350,|PA4851_01350||transcriptional|,MOCR_RHIMLProbable rhizopine catabolism regulatory protein MocR OS=Rhizobium meliloti OX=382 GN=mocR PE=3 SV=1,473
PA4851_01355,|PA4851_01355||hypothetical|,AHPD_COXBUAlkyl hydroperoxide reductase AhpD OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=ahpD PE=3 SV=3,145
PA4851_01360,|PA4851_01360||hypothetical|,---NA---,135
PA4851_01365,|PA4851_01365||hypothetical|,---NA---,94
PA4851_01370,|PA4851_01370||transcriptional|,NAGR_RALSPHTH-type transcriptional activator NagR OS=Ralstonia sp. OX=54061 GN=nagR PE=4 SV=1,310
PA4851_01375,|PA4851_01375||major|,CYNX_ECOLICyanate transport protein CynX OS=Escherichia coli (strain K12) OX=83333 GN=cynX PE=3 SV=2,404
PA4851_01380,|PA4851_01380||hypothetical|,---NA---,256
PA4851_01385,|PA4851_01385||transcriptional|,CRPL_MYCTUCRP-like cAMP-activated global transcriptional regulator OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=crp PE=1 SV=1,228
PA4851_01390,|PA4851_01390||hypothetical|,YGB0_YEASTUncharacterized endoplasmic reticulum membrane protein YGL010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL010W PE=1 SV=2,171
PA4851_01395,|PA4851_01395||hypothetical|,YCAL_ECOLIUncharacterized metalloprotease YcaL OS=Escherichia coli (strain K12) OX=83333 GN=ycaL PE=1 SV=3,252
PA4851_01400,|PA4851_01400||hypothetical|,---NA---,250
PA4851_01405,|PA4851_01405||transcriptional|,YDFF_BACSUUncharacterized HTH-type transcriptional regulator YdfF OS=Bacillus subtilis (strain 168) OX=224308 GN=ydfF PE=4 SV=1,232
PA4851_01410,|PA4851_01410||sulfate.thiosulfate|,CYSA_PSEAESulfate/thiosulfate import ATP-binding protein CysA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=cysA PE=3 SV=1,329
PA4851_01415,|PA4851_01415||sulfate|,CYSW_ECOLISulfate transport system permease protein CysW OS=Escherichia coli (strain K12) OX=83333 GN=cysW PE=1 SV=1,289
PA4851_01420,|PA4851_01420||sulfate|,CYST_NEPOLProbable sulfate transport system permease protein cysT OS=Nephroselmis olivacea OX=31312 GN=cysT PE=3 SV=1,272
PA4851_01425,|PA4851_01425||sulfate-binding|,SUBI_SHIFLSulfate-binding protein OS=Shigella flexneri OX=623 GN=sbp PE=3 SV=1,332
PA4851_01430,|PA4851_01430||hypothetical|,YEZD_BACSUUncharacterized protein YezD OS=Bacillus subtilis (strain 168) OX=224308 GN=yezD PE=4 SV=1,60
PA4851_01435,|PA4851_01435||hypothetical|,Y1727_PSEAEUncharacterized signaling protein PA1727 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=PA1727 PE=1 SV=1,760
PA4851_01440,|PA4851_01440||delta-9|,ADSL5_ARATHDelta-9 desaturase-like 5 protein OS=Arabidopsis thaliana OX=3702 GN=At1g06360 PE=2 SV=1,392
PA4851_01445,|PA4851_01445||3-guanidinopropionate|,PUTP_STAAWSodium/proline symporter OS=Staphylococcus aureus (strain MW2) OX=196620 GN=putP PE=3 SV=1,461
PA4851_01450,|PA4851_01450||guanidinopropionase||COORDINATES_|,GPUA_PSEAEGuanidinopropionase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=gpuA PE=1 SV=1,318
PA4851_01455,|PA4851_01455||transcriptional|,BAUR_PSEAEHTH-type transcriptional activator BauR OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=bauR PE=4 SV=1,320
PA4851_01460,|PA4851_01460||hypothetical|,DGCT_ECOLIProbable diguanylate cyclase DgcT OS=Escherichia coli (strain K12) OX=83333 GN=dgcT PE=1 SV=1,323
PA4851_01465,|PA4851_01465||anaerobically-induced|,GALP_PSEPKPorin-like protein GalP OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=galP PE=3 SV=1,463
PA4851_01470,|PA4851_01470||agmatine|,AGUA_PSEA8Agmatine deiminase OS=Pseudomonas aeruginosa (strain LESB58) OX=557722 GN=aguA PE=3 SV=1,368
PA4851_01475,|PA4851_01475||N-carbamoylputrescine|,AGUB_SOLLCN-carbamoylputrescine amidase OS=Solanum lycopersicum OX=4081 GN=CPA PE=2 SV=1,292
